time,open,high,low,close,volumeto,volumefrom,SMA_7,SMA_21,EMA_14,Return_1D,Return_7D,Volatility_7D,RSI_14
1425168000,255.7,265.0,245.65,261.15,6156716.71,24361.06,246.81857142857143,239.18666666666667,244.44200919645195,0.021034523204441324,0.10380827592036845,10.429927178670988,69.93357933579338
1425254400,262.47,276.0,259.6,275.99,9448438.14,35351.14,251.9985714285714,241.82380952380953,248.64840797025835,0.05682557916905995,0.15125349351353612,14.523531972367458,74.52157598499065
1425340800,277.3,294.0,267.04,283.2,21157890.72,75940.04,258.2157142857143,244.78761904761905,253.25528690755723,0.026124134932425047,0.18157543391188247,17.40119618220044,74.8735660540274
1425427200,283.2,285.99,267.0,273.74,19833718.19,71328.67,263.32142857142856,247.3852380952381,255.9865819865496,-0.03340395480225977,0.1501680672268908,15.634683056771989,73.61144797477569
1425513600,273.74,284.99,262.0,278.51,18281541.95,67235.69,269.25142857142856,250.04761904761904,258.989704388343,0.017425294074669306,0.1751476793248945,11.242632296414394,72.8441282915263
1425600000,278.51,279.75,268.8,273.89,11083898.02,40490.63,271.75,251.8519047619048,260.97641046989725,-0.016588273311550772,0.06821372854914198,9.755663312490116,67.4802761341223
1425686400,273.89,280.76,270.55,275.95,6096102.1,22095.92,274.6328571428571,252.7009523809524,262.97288907391095,0.007521267662200071,0.07889901083004247,6.771771590668828,68.64048338368582
1425772800,275.95,278.68,271.61,275.23,4059996.89,14729.83,276.6442857142857,254.65761904761908,264.60717053072284,-0.0026091683275955013,0.05391537430595461,3.3012515664154654,75.7737459978656
1425859200,275.23,295.0,275.01,291.2,17935918.08,62709.27,278.81714285714287,257.24904761904764,268.1528811266265,0.05802419794353808,0.05511069241639177,6.3741815534379525,79.31427269620691
1425945600,291.2,303.96,289.03,292.62,19689801.8,66533.18,280.16285714285715,259.61809523809524,271.4151636430763,0.00487637362637372,0.03326271186440688,8.189565951635561,79.68820098698973
1426032000,292.62,298.75,290.8,296.33,7898592.99,26799.48,283.39,262.54809523809524,274.7371418239995,0.01267855922356631,0.08252356250456638,9.571104081208754,81.98267353876527
1426118400,296.33,298.8,291.04,295.65,8044592.43,27237.56,285.8385714285714,265.10761904761904,277.52552291413286,-0.00229473897344179,0.06154177587878351,10.280733483189717,82.2713766919776
1426204800,295.65,295.91,285.0,287.9,12368444.8,42613.88,287.84,267.1252380952381,278.90878652558183,-0.026213428039912112,0.05115192230457488,8.828004682070782,69.88134309517802
1426291200,287.9,287.91,281.36,283.0,7697730.93,27077.04,288.84714285714284,268.93,279.45428165550425,-0.01701979854116009,0.025548106541040116,7.555959489669109,66.30734219667028
1426377600,283.0,287.8,281.59,286.12,3846739.5,13491.22,290.4028571428571,271.28857142857146,280.34304410143704,0.011024734982332252,0.03956690767721538,4.960244329619318,65.36993721531456
1426464000,286.12,295.2,286.12,291.1,6538607.02,22427.27,290.3885714285714,273.7347619047619,281.7773048879121,0.01740528449601575,-0.00034340659340648116,4.957709244437167,60.585680257811426
1426550400,291.1,292.9,281.56,285.0,6363650.41,22077.69,289.3,275.89285714285717,282.2069975695239,-0.020954998282377235,-0.02604059872872666,5.215933920849043,51.28095644748079
1426636800,285.0,285.5,248.0,257.49,23520537.51,87951.0,283.75142857142856,276.82095238095235,278.9113978935874,-0.09652631578947368,-0.13107009077717402,12.316550421514641,40.79945646019703
1426723200,257.49,269.5,246.98,262.05,20177686.14,78178.66,278.9514285714286,278.0138095238095,276.6632115077757,0.017709425608761542,-0.11364789446981216,13.405723191447507,40.65834279228151
1426809600,262.05,267.0,259.36,262.66,4328441.8,16500.89,275.3457142857143,278.31190476190477,274.7961166400723,0.002327800038160799,-0.08766932962834306,13.97978285136892,43.322630514924505
1426896000,262.66,263.01,255.1,260.37,3932500.29,15163.43,272.11285714285714,278.5309523809524,272.87263442139596,-0.008718495393284176,-0.07996466431095406,14.520849050343365,40.761385199241
1426982400,260.37,270.8,259.74,269.33,4748216.13,17916.0,269.7142857142857,278.92047619047617,272.4002831652098,0.03441256673195836,-0.0586816720257235,13.142821687322826,46.812878133102835
1427068800,269.33,271.5,262.0,266.78,6374502.51,23864.89,266.24,278.48190476190473,271.65091207651517,-0.009467938959640598,-0.08354517347990398,9.157594298358902,34.571645185746775
1427155200,266.78,268.4,241.39,247.3,15720801.73,62637.82,260.8542857142857,276.77238095238096,268.40412379964647,-0.07301896693905074,-0.1322807017543859,7.152083279583558,26.68724279835392
1427241600,247.3,250.95,235.7,246.15,13349382.19,54741.19,259.2342857142857,275.4585714285714,265.43690729302693,-0.004650222401941018,-0.04404054526389378,9.068632489967774,23.489010989011007
1427328000,246.15,255.0,244.5,249.8,8289565.28,33117.57,257.4842857142857,274.0914285714286,263.3519863206233,0.014828356693073363,-0.04674680404502962,9.60104656993702,26.513676877369136
1427414400,249.8,250.45,245.23,247.5,5494965.57,22184.43,255.31857142857143,272.8347619047619,261.2383881445402,-0.009207365892714203,-0.05771720094418653,9.942721673954217,28.081597222222243
1427500800,247.5,255.96,246.12,253.05,4593944.06,18235.55,254.27285714285716,271.7442857142857,260.1466030586015,0.022424242424242458,-0.02811383799976952,9.704991352024072,33.86488524943434
1427587200,253.05,253.05,238.89,242.23,7781423.43,31797.94,250.40142857142857,270.1728571428571,257.75772265078797,-0.042758348152539094,-0.10062005717892542,7.942693557754002,28.166351606805307
1427673600,242.23,250.98,236.24,247.9,7491359.46,30546.36,247.70428571428573,268.11095238095237,256.4433596306829,0.023407505263592476,-0.07076992278281724,3.306452566034389,28.656126482213452
1427760000,247.9,248.8,242.0,244.42,5538544.5,22592.89,247.29285714285714,265.8157142857143,254.84024501325848,-0.01403791851553049,-0.011645774363121864,3.5363338562505784,29.417731791438428
1427846400,244.42,247.89,239.21,246.43,5216062.22,21379.93,247.33285714285714,263.4395238095238,253.7188790114907,0.008223549627690119,0.0011375177737151798,3.522810025561612,42.43295019157089
1427932800,246.43,254.94,243.0,253.11,5935950.99,23794.07,247.80571428571426,261.41380952380956,253.63769514329198,0.027107089234265302,0.01325060048038429,4.0862487162965735,44.0558510638298
1428019200,253.11,256.49,250.31,254.12,7206777.03,28441.25,248.75142857142856,259.8052380952381,253.7020024575197,0.003990359922563247,0.026747474747474742,4.720534675124652,44.35185185185184
1428105600,254.12,255.7,250.32,253.9,2351734.92,9307.17,248.87285714285716,258.4195238095238,253.72840212985042,-0.0008657327246970326,0.003359019956530318,4.858455564909185,45.60043519651844
1428192000,253.9,261.25,251.55,260.53,6198045.49,24071.39,251.48714285714283,257.2009523809524,254.63528184587037,0.026112642772744943,0.07554803286133005,5.560988264346207,43.82022471910113
1428278400,260.53,262.45,253.4,255.81,5296679.24,20575.47,252.61714285714285,255.52047619047622,254.79191093308765,-0.01811691551836625,0.03190802743041554,5.514053905811583,42.52419244922995
1428364800,255.81,257.9,253.01,254.92,2724103.24,10671.27,254.11714285714285,254.08809523809526,254.80898947534263,-0.0034791446776905044,0.04295884133867922,4.179089670753135,56.95509309967139
1428451200,254.92,254.99,242.72,244.96,9807179.38,39630.95,253.90714285714284,253.49142857142857,253.49579087863026,-0.03907108112348967,-0.005965182810534375,4.641141074799987,49.06431828903916
1428537600,244.96,246.79,236.5,242.65,5493893.77,22658.3,252.41285714285712,252.56761904761902,252.04968542814623,-0.00943011103853686,-0.041325905732685464,6.320584662528924,44.257028112449795
1428624000,242.65,243.87,230.75,234.99,8779200.94,37202.32,249.68,251.25,249.7750607043934,-0.03156810220482176,-0.07527939556115215,9.019061296314192,40.748409998520934
1428710400,234.99,240.58,233.72,237.38,4212454.68,17768.04,247.31999999999996,250.1552380952381,248.12238594380764,0.010170645559385516,-0.0650649862150453,9.85355435025046,37.843289371605884
1428796800,237.38,238.7,232.38,236.67,2404156.47,10172.05,243.9114285714286,248.60000000000002,246.59540115129994,-0.0029909849186957604,-0.09158254327716575,8.564900132851607,44.88406330511594
1428883200,236.67,237.7,220.14,225.49,10605496.24,46724.93,239.57999999999998,246.63380952380953,243.78134766445996,-0.047238771284911385,-0.11852546812087095,9.188663305037421,31.278195488721778
1428969600,225.49,225.93,216.37,218.71,9072017.43,41148.33,234.40714285714287,245.27238095238096,240.43850130919864,-0.03006785223291497,-0.1420445630001569,9.305207707310961,29.643705463182883
1429056000,218.71,224.75,218.71,222.92,5195993.12,23442.21,231.25857142857143,244.1661904761905,238.10270113463883,0.019249234145672256,-0.08997387328543449,8.857374382535175,32.01224177505733
1429142400,222.92,230.0,222.84,228.3,6717348.59,29581.76,229.20857142857145,243.14238095238093,236.79567431668698,0.024134218553741427,-0.05913867710694409,7.306269975328775,30.63231850117093
1429228800,228.3,228.98,219.58,222.42,6051099.42,27070.0,227.41285714285712,241.94809523809522,234.87891774112873,-0.025755584756898875,-0.05349163794204015,7.192323950541571,27.002321532211226
1429315200,222.42,224.16,219.94,222.97,2623795.09,11785.5,225.3542857142857,240.5157142857143,233.29106204231158,0.002472799208704357,-0.06070435588507872,5.789475673274654,27.667870036101064
1429401600,222.97,227.0,222.1,223.22,3965289.9,17660.83,223.43285714285713,239.61047619047622,231.94825377000336,0.0011212270709064498,-0.05683018549034513,2.9375370311767384,20.32766025131224
1429488000,223.22,227.0,221.24,224.21,4484304.64,19973.12,223.25,238.48238095238096,230.9164866006696,0.004435086461786586,-0.005676526675240545,2.8258568022243327,23.28373351369632
1429574400,224.21,236.5,224.1,234.37,6892018.26,29961.31,225.48714285714283,238.0038095238095,231.37695505391366,0.04531466036305254,0.07160166430433001,4.395489029622783,34.98026604297618
1429660800,234.37,238.99,232.0,234.53,5617505.96,23827.36,227.1457142857143,237.43714285714282,231.79736104672517,0.0006826812305329444,0.05208146420240456,5.351774961459545,41.10220098959221
1429747200,234.53,235.76,233.0,235.25,1835916.77,7823.74,228.13857142857142,236.58666666666664,232.25771290716182,0.0030699697266873827,0.03044240035041601,6.181904853607624,43.511048754822866
1429833600,235.25,237.22,228.7,231.73,5505129.65,23673.65,229.46857142857147,235.52047619047622,232.1873511862069,-0.014962805526036127,0.041857746605520996,5.731632776593759,46.91754916792736
1429920000,231.73,232.7,225.35,226.02,3011012.08,13177.38,229.90428571428575,234.19285714285715,231.36503769471267,-0.024640745695421296,0.013678970265058155,5.251062930947546,39.89323843416371
1430006400,226.02,226.84,213.92,219.39,9033043.42,41157.48,229.35714285714286,232.23380952380953,229.76836600208432,-0.029333687284311183,-0.017157960756204682,6.180843292750064,36.091435930457195
1430092800,219.39,232.49,218.24,227.41,7805497.05,34855.3,229.81428571428572,230.8814285714286,229.45391720180643,0.03655590500934425,0.014272333972614959,5.845972565630532,51.6282225237449
1430179200,227.41,228.28,222.16,225.25,3954137.75,17572.04,228.51142857142855,229.46857142857144,228.89339490823224,-0.009498263049118272,-0.03891283014037639,5.675216379345437,56.01766654398232
1430265600,225.25,227.8,222.66,225.34,2687371.88,11932.43,227.1985714285714,228.53428571428572,228.41960892046794,0.00039955604883457063,-0.0391847524836908,5.082946745644457,52.4093986459578
1430352000,225.34,240.89,224.63,235.64,9697487.46,41431.76,227.25428571428571,228.2004761904762,229.38232773107222,0.045708706842992664,0.0016578108395324254,5.1869800370516,56.65578527384835
1430438400,235.64,239.25,231.26,232.8,3780970.84,16071.25,227.40714285714287,228.09619047619046,229.83801736692925,-0.012052283143778486,0.0046174427135028395,5.353938470216767,59.961612284069126
1430524800,232.8,235.79,231.31,235.07,2192424.93,9367.6,228.7,227.98619047619047,230.5356150513387,0.009750859106529175,0.04004070436244578,6.015020088634482,61.241174284652544
1430611200,235.07,243.73,233.75,240.34,4587767.58,19106.42,231.69285714285712,228.16095238095238,231.84286637782688,0.02241885395839538,0.09549204612790008,5.819449327573842,64.54792658055746
1430697600,240.34,243.6,236.98,239.01,5942074.73,24777.49,233.34999999999997,228.80476190476188,232.79848419411664,-0.005533827078305742,0.0510091904489689,6.043878445723038,62.50422440013517
1430784000,239.01,239.49,231.05,235.46,6097569.04,25961.79,234.8085714285714,229.60238095238094,233.15335296823443,-0.014852935023639158,0.04532741398446172,4.884002554502765,51.03671295415637
1430870400,235.46,236.75,226.42,229.74,10954983.7,47349.28,235.43714285714285,229.92714285714283,232.6982392391365,-0.024292873524165426,0.019526049525161904,3.5681868144571114,45.87992430758645
1430956800,229.74,239.79,227.81,237.52,6301218.65,26878.77,235.7057142857143,230.3661904761905,233.34114067391832,0.03386436841647078,0.007978271940247916,3.6556798599034392,51.741064580457135
1431043200,237.52,249.22,235.66,244.75,7727308.38,31722.59,237.41285714285712,231.42952380952383,234.8623219173959,0.030439541933310776,0.051331615120274954,4.710618198233841,59.44847605224965
1431129600,244.75,249.21,240.1,242.55,4725248.25,19368.92,238.48142857142858,232.36190476190478,235.88734566174313,-0.008988764044943753,0.031820308844174194,4.933691750172692,62.639547331396244
1431216000,242.55,245.95,238.79,240.58,2869134.78,11858.21,238.5157142857143,233.18857142857144,236.51303290684405,-0.008122036693465229,0.0009985853374385734,4.9495685237641025,67.44607278116257
1431302400,240.58,245.49,238.5,242.85,3800696.06,15688.2,239.0642857142857,234.07619047619045,237.35796185259818,0.00943553080056514,0.01606627337768285,5.218948991074375,64.04146962531833
1431388800,242.85,244.67,240.86,242.46,3177594.62,13120.58,240.06428571428572,234.46142857142854,238.0382336055851,-0.0016059295861642342,0.029729041026076652,5.082069319818064,66.17177222326634
1431475200,242.46,245.0,234.22,236.4,6776979.42,28252.17,241.0157142857143,234.55047619047622,237.81980245817377,-0.024993813412521715,0.02898929224340563,3.0403994098532308,59.34437309901996
1431561600,236.4,238.39,232.1,236.63,4643708.28,19670.32,240.88857142857145,234.6161904761905,237.66116213041727,0.0009729272419627399,-0.0037470528797575176,3.2240111071544026,51.00794135613929
1431648000,236.63,239.0,233.88,237.11,2271369.9,9576.0,239.7971428571429,234.87238095238095,237.58767384636164,0.0020284832861430235,-0.03121552604698663,2.9831175766633815,54.609625668449205
1431734400,237.11,237.58,234.0,235.71,1422779.3,6025.86,238.82,235.33380952380952,237.33731733351343,-0.00590443254185824,-0.02820037105751394,3.050595570268374,50.69747166521361
1431820800,235.71,238.24,235.6,236.49,1150863.49,4861.62,238.2357142857143,236.1480952380952,237.224341689045,0.003309151075474137,-0.017000581927009706,3.0489990551167803,45.34911814447935
1431907200,236.49,237.25,229.0,232.0,3286691.0,14048.52,236.6857142857143,236.36666666666665,236.52776279717233,-0.01898600363651748,-0.044677784640724694,3.0701078001871474,42.1324354657688
1431993600,232.0,236.76,231.19,231.76,1417681.02,6090.08,235.15714285714287,236.67666666666668,235.8920610908827,-0.001034482758620725,-0.04413099067887494,2.277350172795596,45.51406401551888
1432080000,231.76,235.24,231.26,233.85,2671752.01,11423.86,234.79285714285714,237.08190476190478,235.61978627876502,0.00901794960303759,-0.010786802030456899,2.249182920425145,55.46397234777982
1432166400,233.85,236.5,233.85,235.2,2486289.06,10562.21,234.58857142857144,237.06095238095241,235.5638147749297,0.0057729313662604476,-0.00604318978996754,2.115478106494137,46.27966645285436
1432252800,235.2,241.83,234.59,240.92,5299519.14,22276.5,235.13285714285715,237.44761904761907,236.2779728049391,0.02431972789115644,0.016068491417485342,3.1226896221364626,43.545669025952115
1432339200,240.92,241.82,237.54,238.8,2168898.61,9043.62,235.5742857142857,237.62523809523805,236.6142430976139,-0.00879960152747794,0.013109329260531988,3.421938325681824,43.66339979722879
1432425600,238.8,242.98,238.52,241.01,1740186.7,7220.39,236.22,237.65714285714287,237.20034401793205,0.009254606365159068,0.01911285889466785,4.000995709404689,50.72075092189068
1432512000,241.01,241.12,236.1,236.9,2043440.91,8572.3,236.92000000000002,237.5566666666667,237.16029814887446,-0.017053234305630438,0.02112068965517233,3.541934499677815,40.60625197347649
1432598400,236.9,238.5,235.26,237.4,2093218.42,8820.64,237.72571428571428,237.64904761904762,237.1922583956912,0.0021105951878430673,0.024335519502934222,2.718221582475636,42.03901825047198
1432684800,237.4,239.3,235.0,236.73,2122389.91,8944.34,238.13714285714286,237.9819047619048,237.13062394293237,-0.00282224094355521,0.012315586914688925,2.202942836948985,50.62523683213335
1432771200,236.73,237.5,235.85,236.82,1426119.1,6024.08,238.3685714285714,237.94857142857143,237.08920741720806,0.0003801799518439175,0.00688775510204076,1.9083538156542,50.36190476190475
1432857600,236.82,237.16,235.02,236.45,1618056.66,6848.67,237.73,237.55333333333334,237.00397976158033,-0.0015623680432396148,-0.01855387680557863,1.6415236824389041,48.7375669472073
1432944000,236.45,236.81,228.2,232.3,3366947.9,14475.33,236.80142857142854,237.0652380952381,236.37678246003628,-0.01755127934024092,-0.02721943048576214,2.5321889645895093,44.09830391138802
1433030400,232.3,232.99,227.0,228.59,2676639.56,11634.78,235.02714285714288,236.49428571428572,235.3385447986981,-0.015970727507533367,-0.051533131405335775,3.3204101869395815,37.58642363293524
1433116800,228.59,230.89,219.71,221.97,7175381.61,31986.22,232.89428571428567,235.5,233.5560721588717,-0.028960146988057267,-0.06302237230899121,5.79207175698852,35.2282768777614
1433203200,221.97,226.0,220.97,224.31,3694507.67,16516.22,231.02428571428572,234.6357142857143,232.32326253768883,0.010541965130423048,-0.05513900589721987,6.194066669383789,39.667128987517344
1433289600,224.31,227.0,222.26,225.34,3817598.47,16972.54,229.39714285714285,234.10904761904763,231.392160865997,0.004591859480183702,-0.048113885016685565,5.936069727482439,37.83938268076593
1433376000,225.34,225.77,222.64,223.17,2463291.81,10967.86,227.44714285714286,233.46809523809523,230.29587275053075,-0.009629892606727641,-0.05763871294654166,5.299096508795986,33.2030159173415
1433462400,223.17,229.23,222.65,224.44,4021547.46,17898.58,225.73142857142855,232.8647619047619,229.51508971712664,0.005690729040641607,-0.05079297948826389,3.5559407033476504,23.724489795918373
1433548800,224.44,226.37,223.9,224.68,1246754.84,5544.68,224.64285714285714,232.33952380952383,228.87041108817644,0.0010693281055069725,-0.03280241067585021,2.0628759397665135,26.051560379918584
1433635200,224.68,228.0,222.29,223.45,4147859.6,18472.36,223.9085714285714,231.71857142857144,228.14768960975292,-0.005474452554744658,-0.02248567303906568,1.1255728700198913,19.192982456140413
1433721600,223.45,230.63,223.25,228.5,6570924.91,28938.66,224.84142857142857,231.55190476190478,228.19466432845255,0.02260013425822338,0.029418389872505335,1.7716793217334843,35.73369565217395
1433808000,228.5,232.07,227.79,229.52,3725315.85,16167.06,225.58571428571426,231.44523809523812,228.37137575132556,0.004463894967177362,0.023226784360929065,2.4685343637009027,36.84913217623503
1433894400,229.52,229.97,227.48,228.74,2505202.24,10947.06,226.07142857142858,231.20190476190476,228.42052565114884,-0.003398396653886415,0.015088310996716148,2.7325106195081035,36.714333222480946
1433980800,228.74,230.7,228.6,229.69,2160876.76,9405.68,227.00285714285715,230.9395238095238,228.58978889766234,0.004153187024569238,0.02921539633463288,2.6895644894419775,38.473973488522496
