time,open,high,low,close,volumeto,volumefrom,SMA_7,SMA_21,EMA_14,Return_1D,Return_7D,Volatility_7D,RSI_14
1434067200,229.69,231.34,229.11,229.82,2220804.49,9642.67,227.77142857142854,230.41095238095238,228.7538170446407,0.0005659802342288245,0.02397077169844941,2.602424693574113,39.19843597262954
1434153600,229.82,234.3,228.4,232.72,2615105.12,11318.33,228.92000000000002,230.12142857142857,229.28264143868861,0.012618571055608818,0.035784226455403134,2.7788666754649918,50.71331521739128
1434240000,232.72,235.44,232.51,233.58,1936118.7,8276.26,230.36714285714285,229.76761904761904,229.8556225801968,0.0036954279821244107,0.045334526739762904,1.9776982773416314,59.38322677698381
1434326400,233.58,238.16,233.31,237.18,4515998.59,19113.51,231.60714285714286,229.78095238095236,230.83220623617058,0.015412278448497352,0.037986870897155356,3.0450326450685483,82.26559185405168
1434412800,237.18,254.0,236.0,251.48,12243880.11,49895.07,234.74428571428572,230.45142857142855,233.58524540468116,0.060291761531326316,0.09567793656326229,7.930069056326299,88.23529411764699
1434499200,251.48,259.1,246.0,246.93,12087271.56,47887.62,237.34285714285716,230.93714285714287,235.36454601739035,-0.018092890090663172,0.07952260208096518,8.587666959630647,77.6440460947503
1434585600,246.93,253.7,243.0,249.11,6829549.92,27419.49,240.11714285714285,231.52238095238096,237.19727321507165,0.008828412910541372,0.08454873960555531,8.836580625041826,83.20532514080902
1434672000,249.11,252.13,243.5,244.57,5758013.7,23249.18,242.22428571428574,231.9090476190476,238.1803034530621,-0.018224880574846503,0.06418066312766513,7.651006158545563,73.77746279234583
1434758400,244.57,245.95,240.0,245.3,5981262.18,24626.33,244.02142857142857,232.52809523809523,239.12959632598717,0.0029848305188699964,0.05405637676177388,6.425831797185539,74.07753386268097
1434844800,245.3,245.69,241.09,243.82,1990342.81,8183.79,245.48428571428573,233.25333333333333,239.75498348252222,-0.006033428454953138,0.04383936980905889,4.5421245291274595,73.64755049918735
1434931200,243.82,247.99,243.5,247.35,4502474.53,18310.0,246.93714285714285,234.4619047619048,240.76765235151925,0.014477893528012542,0.042878826207943366,2.693496576854997,72.68351383874847
1435017600,247.35,247.35,242.0,244.0,2781373.82,11385.03,245.8685714285714,235.39952380952383,241.19863203798334,-0.013543561754598699,-0.029743916017178296,1.980146699713686,66.49954421148585
1435104000,244.0,244.27,239.0,240.45,3704516.64,15338.35,244.94285714285712,236.11904761904762,241.0988144329189,-0.014549180327868894,-0.026242254890049832,2.761688579389443,62.55091103965699
1435190400,240.45,243.0,239.5,242.49,2254668.6,9336.92,243.99714285714285,237.0390476190476,241.28430584186307,0.008484092326887183,-0.026574605595921508,2.166115680859081,63.40594888981985
1435276800,242.49,243.9,240.61,243.17,2452932.97,10132.1,243.79714285714286,237.9309523809524,241.53573172961467,0.002804239350076232,-0.005724332501942153,2.1690375306873593,63.822737626837835
1435363200,243.17,251.77,242.6,251.47,4476775.67,18060.1,244.67857142857142,239.20666666666668,242.86030083233274,0.03413249989719125,0.025152874031797667,3.6378584752187137,67.4613522071149
1435449600,251.47,252.06,247.25,249.34,3152292.96,12617.64,245.46714285714285,240.4395238095238,243.72426072135505,-0.008470195251918722,0.02263965220244457,4.00089454283206,64.33770014556039
1435536000,249.34,257.74,248.57,257.01,8828406.56,34828.47,246.84714285714287,241.79714285714286,245.4956926251744,0.03076120959332629,0.03905397210430572,5.949853539614492,66.79654413010331
1435622400,257.01,269.0,253.05,264.5,12408717.24,47170.54,249.7757142857143,243.4628571428571,248.02960027515115,0.029142834909147597,0.08401639344262302,8.716707821081348,62.46648793565683
1435708800,264.5,264.81,252.77,257.83,5670726.94,21961.28,252.25857142857143,244.84809523809523,249.33632023846434,-0.025217391304347858,0.07228113953004778,8.068833927674188,60.029444239970516
1435795200,257.83,262.61,253.0,254.59,4422772.58,17249.19,253.98714285714286,246.03380952380954,250.03681087333578,-0.012566419733933132,0.04989896490576928,6.828022442566762,54.945848375451256
1435881600,254.59,256.9,252.11,255.38,2957503.24,11622.32,255.73142857142855,247.25095238095236,250.74923609022434,0.0031030283986015483,0.050211785993337976,4.888133347102165,60.46466602129719
1435968000,255.38,262.64,253.57,260.85,2749608.42,10653.62,257.07142857142856,248.5904761904762,252.09600461152777,0.02141906179027342,0.03730067204835574,4.8102994659777085,63.78790565703139
1436054400,260.85,277.58,258.0,270.17,704526.58,2608.8,260.04714285714283,250.33285714285716,254.50587066332406,0.035729346367644244,0.08354054704419678,5.607247436089111,70.51222170325394
1436140800,270.17,278.69,267.33,272.0,9641.56,38371.63,262.18857142857144,251.9909523809524,256.8384212415475,0.006773512973313078,0.058324578810163175,6.954541510340647,69.71053894130817
1436227200,272.0,272.0,272.0,272.0,0.0,0.0,263.26,252.96809523809523,258.8599650760078,0.0,0.02835538752362954,7.8854253742798575,73.6566407570125
1436313600,272.0,272.0,272.0,272.0,0.0,0.0,265.2842857142857,254.1619047619048,260.6119697325401,0.0,0.05495869371291162,8.075664796458842,78.35700161783211
1436400000,272.0,272.0,272.0,272.0,0.0,0.0,267.77142857142854,255.25190476190477,262.1303737682014,0.0,0.06838446129070275,6.815791537724467,77.53312185109162
1436486400,272.0,272.0,272.0,272.0,0.0,0.0,270.1457142857143,256.55809523809523,263.44632393244126,0.0,0.06507948938836239,4.155373457516215,77.24437724437726
1436572800,293.61,295.42,292.4,293.78,364057.29,1237.39,274.85,258.8666666666667,267.4908140747824,0.08007352941176471,0.1262411347517729,8.375159699969975,81.86473866546166
1436659200,293.78,316.23,291.81,311.51,18710635.29,61228.35,280.7557142857143,262.09000000000003,273.36003886481143,0.06035128327319761,0.15301476847910567,15.804908369599286,87.91316014148067
1436745600,311.51,312.0,281.5,291.89,21608865.2,74021.44,283.59714285714284,264.21095238095234,275.8307003495032,-0.06298353182883376,0.07312499999999988,15.756292620501116,68.56504151586118
1436832000,291.89,297.25,286.0,287.96,6737579.9,23117.93,285.8771428571428,266.3042857142857,277.4479403029028,-0.01346397615540107,0.05867647058823522,14.93160263142767,62.978535074131436
1436918400,287.96,294.44,283.51,284.0,6094214.04,21032.86,287.59142857142854,268.3780952380952,278.32154826251576,-0.013751909987498201,0.044117647058823595,13.711878583393117,64.92528801186268
1437004800,284.0,295.0,275.21,278.89,15249856.27,53995.36,288.5757142857143,270.1114285714286,278.3973418275137,-0.01799295774647891,0.02533088235294123,12.609085159972123,63.569354478445376
1437091200,278.89,281.55,272.0,279.67,7096065.92,25620.29,289.6714285714286,271.8495238095238,278.56702958384517,0.0027968016063681933,0.028198529411764817,11.180991948498189,63.565285379202514
1437177600,279.67,283.33,276.12,277.31,4337798.96,15519.08,287.31857142857143,273.08,278.3994256393325,-0.008438516823399023,-0.0560623595888079,11.883184798377146,59.523258504975686
1437264000,277.31,279.18,274.69,275.03,2192745.97,7924.86,282.10714285714283,274.3033333333334,277.9501688874215,-0.008221845587970233,-0.1171069949600334,6.0955084947464,53.06122448979589
1437350400,275.03,280.0,273.5,278.95,3202840.49,11561.68,280.25857142857143,275.34809523809525,278.083479702432,0.01425299058284546,-0.044331768817020056,4.3449987670558095,54.265373757211236
1437436800,278.95,282.1,275.09,276.1,3723868.9,13328.73,278.5642857142857,275.9004761904762,277.8190157421077,-0.01021688474637017,-0.04118627587164869,2.920090507404059,52.431214421252385
1437523200,276.1,278.39,274.5,278.12,2999577.19,10848.57,277.7242857142857,276.8666666666667,277.8591469764933,0.007316189786309213,-0.020704225352112693,1.6769402408647722,53.544127866574016
1437609600,278.12,278.44,275.56,276.38,1532368.03,5527.72,277.36571428571426,277.9042857142857,277.66192737962757,-0.006256292247950546,-0.008999964143569072,1.6543362933308772,52.48637602179836
1437696000,276.38,289.93,276.02,289.3,6804666.43,23926.71,278.74142857142857,279.5195238095238,279.21367039567724,0.046747232071785216,0.03443343941073396,4.835464226495421,58.56435643564356
1437782400,289.3,292.35,286.39,289.76,3365849.62,11635.62,280.52,280.89619047619044,280.6198476762536,0.001590044936052415,0.04489560419746841,6.29162141264094,47.47740963855423
1437868800,289.76,294.57,288.12,292.57,2816573.6,9647.58,283.0257142857143,281.9628571428571,282.2132013194198,0.009697680839315215,0.06377486092426299,7.171926419828187,35.37677578752317
1437955200,292.57,298.74,286.0,294.71,7361492.48,25110.05,285.27714285714285,283.0442857142857,283.87944114349716,0.007314488840277411,0.0564975802115073,8.093698607117584,52.982233502538065
1438041600,294.71,298.93,293.61,295.07,4362469.79,14750.14,287.9871428571429,284.1428571428571,285.37151565769756,0.0012215398188049065,0.0687069902209343,7.673755521876032,58.13315030885382
1438128000,295.07,295.68,286.02,289.15,4505454.95,15475.07,289.5628571428571,284.9595238095238,285.87531357000455,-0.02006303588978897,0.039659139939594246,6.323642711511754,55.638274578497885
1438214400,289.15,291.0,284.01,287.66,3558448.06,12381.15,291.1742857142857,285.7052380952381,286.1132717606706,-0.005153034757046315,0.04081337289239473,2.932205410851456,60.42806183115343
1438300800,287.66,289.85,281.0,284.38,4166641.25,14643.56,290.4714285714286,286.2947619047619,285.8821688592479,-0.011402349996523786,-0.01700656757690988,3.8896933408319625,55.28619528619526
