time,high,low,open,volumefrom,volumeto,close
1692417600,26001.17,25917.53,25959.04,399.3,10369004.58,25984.36
1692414000,25999.21,25917.68,25997.21,496.58,12885640.72,25959.04
1692410400,26059.14,25996.45,26011.35,478.9,12458280.93,25997.21
1692406800,26095.01,26010.41,26093.62,383.96,9999009.11,26011.35
1692403200,26145.64,26014.47,26049.69,575.19,14994620.52,26093.62
1692399600,26090.36,26005.89,26064.27,619.16,16119400.41,26049.69
1692396000,26107.23,26036.02,26056.94,557.93,14545144.89,26064.27
1692392400,26166.02,26055.21,26071.26,631.69,16487548.47,26056.94
1692388800,26227.6,26032.93,26042.14,1252.08,32720689.26,26071.26
1692385200,26121.88,25979.35,26108.39,1927.79,50207671.28,26042.14
1692381600,26289.08,25908.86,25995.52,2422.49,63209977.89,26108.39
1692378000,26091.32,25629.62,25887.76,3317.39,85706524.21,25995.52
1692374400,26130.26,25766.2,25979.37,2320.78,60336936.09,25887.76
1692370800,26236.05,25923.43,26008.74,2233.28,58206603.67,25979.37
1692367200,26286.31,25986.39,26232.41,2406.87,62948551.36,26008.74
1692363600,26369.6,26216.48,26320.45,1808.9,47545068.28,26232.41
1692360000,26489.49,26317.31,26483.02,1291.99,34072614.27,26320.45
1692356400,26501.26,26378.0,26440.58,935.16,24727224.91,26483.02
1692352800,26457.32,26386.18,26445.55,687.89,18182212.33,26440.58
1692349200,26597.25,26424.88,26579.21,1007.26,26731543.61,26445.55
1692345600,26584.64,26410.93,26419.02,839.78,22233491.24,26579.21
1692342000,26521.03,26410.81,26505.25,1227.45,32467207.47,26419.02
1692338400,26601.63,26438.96,26438.97,1191.34,31612737.27,26505.25
1692334800,26523.85,26257.68,26261.04,927.43,24488889.83,26438.97
1692331200,26436.11,26167.87,26400.24,1765.88,46390680.08,26261.04
1692327600,26510.96,26320.56,26484.63,1175.11,31053585.93,26400.24
1692324000,26677.84,26472.94,26611.59,919.65,24431810.1,26484.63
1692320400,26758.12,26563.85,26737.89,950.73,25312930.36,26611.59
1692316800,26823.13,26592.81,26629.67,1435.27,38351033.18,26737.89
1692313200,26993.02,26461.1,26792.41,3602.61,96398973.12,26629.67
1692309600,26907.02,26070.74,26426.35,5952.16,157378255.82,26792.41
1692306000,27692.35,25328.06,27640.73,9446.71,249580619.24,26426.35
1692302400,27884.17,27504.18,27856.5,2019.32,55919180.69,27640.73
1692298800,27942.13,27826.44,27846.57,1248.77,34829546.41,27856.5
1692295200,27995.87,27836.46,27945.21,1373.38,38313107.23,27846.57
1692291600,28009.38,27899.68,27902.01,1130.96,31623366.09,27945.21
1692288000,28052.29,27685.35,27905.49,5442.82,151572719.25,27902.01
1692284400,28453.52,27853.02,28353.35,5951.25,167374729.72,27905.49
1692280800,28415.22,28286.35,28362.27,1724.65,48879062.7,28353.35
1692277200,28511.72,28342.31,28465.89,1842.81,52361670.6,28362.27
1692273600,28536.16,28401.39,28510.16,1586.21,45166965.25,28465.89
1692270000,28530.64,28454.24,28508.11,588.82,16777421.89,28510.16
1692266400,28575.59,28469.9,28561.17,593.36,16928937.28,28508.11
1692262800,28583.73,28491.33,28524.07,439.72,12547160.42,28561.17
1692259200,28600.28,28523.44,28583.83,656.72,18759241.37,28524.07
1692255600,28654.24,28565.17,28654.21,818.92,23414095.73,28583.83
1692252000,28660.15,28621.0,28645.37,361.4,10351117.23,28654.21
1692248400,28645.37,28604.07,28614.34,302.63,8659459.14,28645.37
1692244800,28674.62,28582.14,28629.84,424.86,12160407.25,28614.34
1692241200,28667.06,28548.72,28558.85,541.56,15493268.89,28629.84
1692237600,28617.01,28547.6,28602.73,454.47,12985972.53,28558.85
1692234000,28608.03,28516.16,28552.7,844.68,24131143.07,28602.73
1692230400,28752.02,28326.02,28702.8,3254.9,92924274.51,28552.7
1692226800,28878.48,28696.21,28878.41,1558.38,44837785.63,28702.8
1692223200,28947.62,28876.92,28900.81,538.79,15576726.92,28878.41
1692219600,28942.57,28843.02,28942.5,1220.58,35254631.81,28900.81
1692216000,29109.48,28825.6,29084.84,2223.44,64351902.02,28942.5
1692212400,29143.59,29076.93,29141.37,449.38,13079540.43,29084.84
1692208800,29203.82,29086.83,29137.45,974.06,28391505.5,29141.37
1692205200,29138.23,29020.26,29048.25,824.2,23973946.22,29137.45
1692201600,29078.02,28926.8,29074.92,1970.3,57106645.24,29048.25
1692198000,29151.28,29070.01,29126.15,580.22,16894586.98,29074.92
1692194400,29126.24,29022.46,29055.31,453.93,13202356.54,29126.15
1692190800,29144.71,29042.63,29127.53,803.69,23378998.53,29055.31
1692187200,29174.85,29025.66,29130.26,1222.39,35571232.51,29127.53
1692183600,29167.69,29117.83,29166.79,374.64,10921079.9,29130.26
1692180000,29178.08,29130.41,29133.64,361.57,10543377.8,29166.79
1692176400,29148.64,29073.18,29147.99,460.1,13397783.19,29133.64
1692172800,29182.06,29128.99,29163.57,218.75,6377848.96,29147.99
1692169200,29178.63,29145.38,29156.73,202.91,5918086.5,29163.57
1692165600,29161.7,29082.16,29110.89,389.67,11349191.09,29156.73
1692162000,29174.35,29108.05,29172.38,395.99,11539147.29,29110.89
1692158400,29197.9,29170.37,29191.26,163.59,4774023.1,29172.38
1692154800,29220.77,29189.21,29217.7,180.95,5284046.69,29191.26
1692151200,29224.98,29191.69,29215.96,242.72,7089310.06,29217.7
1692147600,29216.92,29157.41,29197.35,335.65,9798456.59,29215.96
1692144000,29228.22,29167.07,29171.23,361.05,10540329.5,29197.35
1692140400,29188.82,29150.22,29156.16,380.05,11086229.23,29171.23
1692136800,29209.26,29156.16,29199.6,316.44,9235522.74,29156.16
1692133200,29212.71,29150.89,29172.11,462.62,13503446.24,29199.6
1692129600,29198.43,29109.2,29151.43,639.66,18657317.91,29172.11
1692126000,29292.19,29056.77,29292.08,2054.19,59863129.58,29151.43
1692122400,29320.21,29272.59,29304.59,368.49,10795814.33,29292.08
1692118800,29305.74,29241.61,29248.61,356.02,10422882.93,29304.59
1692115200,29329.12,29227.11,29291.7,754.66,22092705.99,29248.61
1692111600,29460.86,29274.99,29421.55,1081.05,31730359.84,29291.7
1692108000,29424.78,29303.11,29337.93,689.61,20261572.67,29421.55
1692104400,29376.65,29329.78,29331.71,412.71,12117003.36,29337.93
1692100800,29360.41,29321.87,29327.27,369.51,10843406.52,29331.71
1692097200,29364.71,29317.5,29364.42,299.22,8779904.47,29327.27
1692093600,29385.12,29358.78,29382.39,155.7,4572674.03,29364.42
1692090000,29408.46,29371.75,29389.13,200.32,5886903.18,29382.39
1692086400,29412.55,29360.34,29370.88,246.72,7250386.98,29389.13
1692082800,29391.6,29315.43,29337.67,212.11,6224632.88,29370.88
1692079200,29348.63,29323.31,29333.62,151.08,4431424.29,29337.67
1692075600,29358.48,29326.99,29343.74,170.61,5005301.79,29333.62
1692072000,29370.39,29339.13,29364.13,151.29,4440540.7,29343.74
1692068400,29366.33,29339.35,29351.18,124.25,3647039.23,29364.13
1692064800,29385.84,29343.39,29379.15,142.57,4186505.57,29351.18
1692061200,29421.24,29356.53,29408.79,282.44,8301292.63,29379.15
1692057600,29428.09,29382.49,29409.22,193.54,5690561.18,29408.79
1692054000,29420.17,29403.05,29417.32,271.36,7981277.22,29409.22
1692050400,29448.45,29369.06,29376.54,582.98,17144469.51,29417.32
1692046800,29381.66,29346.04,29366.82,247.62,7270420.23,29376.54
1692043200,29368.49,29302.78,29325.9,410.82,12055550.68,29366.82
1692039600,29358.67,29288.7,29295.95,509.39,14940008.17,29325.9
1692036000,29459.98,29235.27,29459.87,1040.79,30526344.03,29295.95
1692032400,29640.64,29454.59,29624.64,690.89,20415422.98,29459.87
1692028800,29664.61,29570.0,29570.01,828.28,24535532.59,29624.64
1692025200,29631.74,29442.34,29498.17,1265.43,37399347.53,29570.01
1692021600,29550.76,29341.48,29342.39,1271.22,37454354.68,29498.17
1692018000,29356.5,29298.07,29344.36,481.08,14106518.4,29342.39
1692014400,29378.7,29314.98,29376.67,313.21,9190107.07,29344.36
1692010800,29398.99,29354.86,29398.22,230.23,6762922.3,29376.67
1692007200,29411.85,29370.55,29380.7,218.51,6422105.24,29398.22
1692003600,29398.23,29356.65,29395.83,259.97,7638034.32,29380.7
1692000000,29454.59,29387.19,29387.46,349.98,10296864.11,29395.83
1691996400,29402.03,29362.57,29384.58,248.34,7296407.17,29387.46
1691992800,29431.64,29379.38,29412.42,195.14,5736487.31,29384.58
1691989200,29417.61,29382.17,29385.63,160.87,4730103.28,29412.42
1691985600,29413.31,29360.37,29360.38,223.9,6580358.4,29385.63
1691982000,29390.78,29280.85,29281.68,341.71,10026917.38,29360.38
1691978400,29321.23,29082.39,29241.11,1286.82,37560309.53,29281.68
1691974800,29273.46,29186.1,29243.15,500.27,14622317.34,29241.11
1691971200,29301.09,29224.02,29281.55,404.21,11830028.99,29243.15
1691967600,29310.66,29275.73,29295.54,301.65,8836640.63,29281.55
1691964000,29358.45,29257.12,29350.74,544.52,15959760.59,29295.54
1691960400,29407.38,29349.9,29403.75,161.18,4735072.52,29350.74
1691956800,29430.19,29399.04,29426.2,133.06,3913174.04,29403.75
1691953200,29447.27,29396.46,29397.7,236.65,6960587.61,29426.2
1691949600,29403.3,29376.86,29379.45,242.63,7130510.58,29397.7
1691946000,29395.17,29336.63,29337.66,341.92,10041029.96,29379.45
1691942400,29355.26,29317.34,29354.15,229.1,6720307.35,29337.66
1691938800,29362.11,29347.25,29358.67,118.83,3488508.71,29354.15
1691935200,29369.56,29356.67,29360.92,147.67,4336557.49,29358.67
1691931600,29375.08,29359.34,29374.58,103.99,3053522.6,29360.92
1691928000,29378.21,29357.19,29368.97,209.04,6141101.64,29374.58
1691924400,29388.46,29364.17,29388.44,109.32,3211843.17,29368.97
1691920800,29394.11,29386.97,29392.4,47.4,1393310.2,29388.44
1691917200,29393.46,29387.16,29392.33,75.05,2205683.98,29392.4
1691913600,29392.35,29379.41,29385.88,57.05,1676492.2,29392.33
1691910000,29389.68,29383.69,29384.77,69.62,2045877.84,29385.88
1691906400,29384.77,29359.39,29369.26,123.24,3620210.53,29384.77
1691902800,29380.64,29357.29,29379.84,99.27,2915055.65,29369.26
1691899200,29400.73,29374.95,29400.64,146.32,4300057.54,29379.84
1691895600,29433.57,29388.21,29433.42,144.26,4241712.23,29400.64
1691892000,29441.07,29433.42,29436.21,69.17,2036118.59,29433.42
1691888400,29437.0,29424.65,29433.73,90.38,2659990.85,29436.21
1691884800,29433.73,29411.0,29417.08,127.47,3750060.27,29433.73
1691881200,29419.3,29411.28,29414.85,80.44,2366367.53,29417.08
1691877600,29419.11,29405.39,29405.39,101.19,2976120.98,29414.85
1691874000,29409.73,29389.09,29409.51,119.1,3501777.21,29405.39
1691870400,29415.78,29402.6,29404.96,84.48,2484445.69,29409.51
1691866800,29413.29,29397.71,29412.69,115.33,3391035.54,29404.96
1691863200,29424.76,29406.98,29423.2,153.26,4508422.68,29412.69
1691859600,29452.98,29422.88,29452.05,144.55,4255785.55,29423.2
1691856000,29471.12,29427.69,29428.08,455.62,13423255.98,29452.05
1691852400,29442.16,29426.94,29433.23,180.4,5309875.96,29428.08
1691848800,29434.23,29395.26,29395.52,201.13,5915999.27,29433.23
1691845200,29410.75,29394.81,29406.1,145.44,4276431.25,29395.52
1691841600,29412.04,29396.86,29409.87,216.27,6358928.85,29406.1
1691838000,29416.8,29398.94,29416.37,74.48,2190110.94,29409.87
1691834400,29420.98,29399.45,29400.73,77.44,2277242.37,29416.37
1691830800,29402.64,29375.17,29377.36,95.12,2795558.05,29400.73
1691827200,29401.18,29373.69,29395.42,143.21,4210712.61,29377.36
1691823600,29399.72,29377.59,29390.61,96.11,2825077.13,29395.42
1691820000,29390.91,29363.37,29384.19,132.64,3896188.98,29390.61
1691816400,29395.98,29383.17,29392.76,87.96,2584886.46,29384.19
1691812800,29401.1,29377.07,29377.58,130.03,3821432.02,29392.76
1691809200,29379.71,29356.08,29373.14,198.74,5835987.66,29377.58
1691805600,29396.8,29372.57,29387.16,140.22,4120657.12,29373.14
1691802000,29438.75,29385.97,29434.77,141.49,4160993.14,29387.16
1691798400,29435.75,29386.08,29403.56,181.3,5332002.5,29434.77
1691794800,29415.12,29384.09,29407.92,168.03,4940015.81,29403.56
1691791200,29416.62,29377.22,29383.24,183.05,5380634.56,29407.92
1691787600,29413.27,29377.21,29388.87,253.88,7462233.32,29383.24
1691784000,29392.93,29361.13,29364.69,240.52,7065074.58,29388.87
1691780400,29381.3,29316.62,29340.29,315.86,9268435.09,29364.69
1691776800,29344.3,29299.97,29305.72,317.17,9300712.74,29340.29
1691773200,29362.83,29294.95,29329.91,438.27,12849560.98,29305.72
1691769600,29396.75,29219.56,29361.14,1203.45,35287533.86,29329.91
1691766000,29492.05,29325.41,29468.28,1069.55,31418240.2,29361.14
1691762400,29535.4,29438.54,29443.38,1084.42,31975133.7,29468.28
1691758800,29444.26,29389.09,29398.36,628.64,18492090.15,29443.38
1691755200,29430.23,29374.06,29413.64,692.84,20373886.22,29398.36
1691751600,29416.2,29361.85,29365.04,415.79,12219041.41,29413.64
1691748000,29388.4,29316.92,29352.47,494.61,14519067.87,29365.04
1691744400,29381.69,29344.27,29379.86,549.23,16132177.68,29352.47
1691740800,29413.45,29373.51,29379.16,289.58,8510512.15,29379.86
1691737200,29444.94,29376.08,29422.53,311.27,9153769.02,29379.16
1691733600,29426.97,29391.82,29419.49,250.47,7367399.48,29422.53
1691730000,29419.49,29349.25,29381.98,237.93,6988650.78,29419.49
1691726400,29397.41,29372.67,29377.41,123.76,3636164.55,29381.98
1691722800,29397.77,29331.62,29346.12,383.56,11264892.92,29377.41
1691719200,29426.42,29332.14,29426.21,457.61,13440768.66,29346.12
1691715600,29460.89,29420.16,29457.32,160.6,4728064.6,29426.21
1691712000,29468.77,29418.13,29428.1,280.37,8253577.76,29457.32
1691708400,29444.49,29426.7,29439.01,190.57,5608857.8,29428.1
1691704800,29454.32,29420.64,29440.64,209.62,6170719.28,29439.01
1691701200,29443.43,29415.89,29422.52,339.12,9978106.56,29440.64
1691697600,29449.14,29391.94,29398.25,632.65,18609608.42,29422.52
1691694000,29416.35,29357.03,29406.85,796.18,23397470.47,29398.25
1691690400,29442.55,29371.06,29385.49,691.39,20327279.13,29406.85
1691686800,29429.74,29319.58,29407.81,789.45,23190884.44,29385.49
1691683200,29447.71,29363.03,29443.95,878.6,25842353.19,29407.81
1691679600,29497.42,29413.17,29464.57,791.73,23323057.46,29443.95
1691676000,29707.55,29376.32,29657.47,1496.31,44191543.0,29464.57
1691672400,29667.56,29505.17,29534.16,716.05,21188322.56,29657.47
1691668800,29600.36,29465.77,29477.54,1218.61,35988058.32,29534.16
1691665200,29529.53,29460.39,29526.12,412.81,12182158.35,29477.54
1691661600,29531.97,29488.39,29509.16,194.03,5725661.92,29526.12
1691658000,29523.68,29452.15,29491.1,423.45,12488721.23,29509.16
1691654400,29506.44,29469.67,29485.95,273.42,8060466.87,29491.1
1691650800,29540.52,29472.26,29496.56,272.66,8045702.92,29485.95
1691647200,29581.22,29495.17,29564.03,380.6,11238530.59,29496.56
1691643600,29585.24,29486.94,29520.09,350.59,10350240.87,29564.03
1691640000,29561.39,29518.94,29560.56,184.95,5462096.52,29520.09
1691636400,29594.22,29549.43,29567.76,225.87,6677779.9,29560.56
1691632800,29630.56,29567.58,29592.15,523.47,15495959.51,29567.76
1691629200,29639.95,29566.25,29597.22,411.46,12179505.71,29592.15
1691625600,29616.11,29552.51,29566.47,318.44,9419721.91,29597.22
1691622000,29607.0,29554.18,29577.95,423.83,12541106.81,29566.47
1691618400,29577.97,29494.18,29502.83,322.6,9529734.98,29577.95
1691614800,29535.76,29420.65,29483.05,534.57,15760896.6,29502.83
1691611200,29488.18,29356.43,29395.61,919.61,27048829.4,29483.05
1691607600,29530.83,29379.23,29504.33,708.55,20864922.65,29395.61
1691604000,29562.63,29435.45,29492.33,895.0,26399640.68,29504.33
1691600400,29574.11,29428.5,29502.3,1463.3,43155381.94,29492.33
1691596800,29759.85,29500.68,29745.27,1449.12,42913956.79,29502.3
1691593200,29782.71,29666.03,29749.24,1188.93,35354389.0,29745.27
1691589600,29929.9,29747.18,29869.21,1755.06,52397334.42,29749.24
1691586000,30120.86,29851.87,30059.7,1293.96,38771900.24,29869.21
1691582400,30071.44,29850.4,29878.4,1345.39,40286807.23,30059.7
1691578800,29889.92,29793.35,29825.71,508.14,15167501.56,29878.4
1691575200,29836.77,29734.05,29773.59,473.9,14116482.26,29825.71
1691571600,29826.83,29772.72,29825.56,417.29,12436502.56,29773.59
1691568000,29828.66,29769.58,29812.55,623.07,18571674.99,29825.56
1691564400,29813.49,29706.12,29710.77,374.83,11158152.0,29812.55
1691560800,29729.54,29662.29,29728.0,456.08,13542314.65,29710.77
1691557200,29780.04,29723.89,29757.34,274.72,8173330.67,29728.0
1691553600,29765.3,29694.32,29706.35,422.5,12567401.18,29757.34
1691550000,29732.86,29669.82,29684.85,282.37,8389520.64,29706.35
1691546400,29859.29,29651.91,29852.39,718.92,21380308.26,29684.85
1691542800,29876.71,29762.01,29778.08,409.94,12227192.7,29852.39
1691539200,29854.79,29769.92,29770.51,671.42,20015581.13,29778.08
1691535600,29813.6,29755.85,29761.11,422.08,12569239.83,29770.51
1691532000,29883.24,29688.09,29854.7,1254.34,37334080.57,29761.11
1691528400,30210.36,29826.31,29996.99,2070.2,62137014.38,29854.7
1691524800,30005.51,29859.94,29886.04,1908.25,57159888.73,29996.99
1691521200,29952.83,29831.56,29853.29,2118.29,63321368.04,29886.04
1691517600,29961.08,29776.5,29798.71,2492.82,74480513.52,29853.29
1691514000,29841.89,29681.46,29729.7,1636.28,48687478.29,29798.71
1691510400,29809.08,29513.72,29515.17,2171.01,64386221.76,29729.7
1691506800,29580.36,29417.43,29417.43,1482.42,43733506.16,29515.17
1691503200,29519.83,29339.95,29341.17,1579.66,46487819.62,29417.43
1691499600,29655.5,29329.52,29569.92,2238.48,65985647.0,29341.17
1691496000,29580.86,29344.07,29406.21,1850.11,54506210.78,29569.92
1691492400,29409.81,29264.83,29270.94,1283.48,37655142.24,29406.21
1691488800,29284.12,29167.67,29171.12,459.34,13423508.13,29270.94
1691485200,29182.89,29140.34,29151.01,286.06,8340966.75,29171.12
1691481600,29170.38,29149.66,29155.69,272.96,7958192.49,29151.01
1691478000,29200.57,29154.05,29192.55,281.8,8222354.48,29155.69
1691474400,29238.87,29191.65,29215.08,294.87,8616880.0,29192.55
1691470800,29286.06,29193.85,29193.85,760.23,22228513.08,29215.08
1691467200,29201.38,29156.86,29168.08,201.76,5888021.33,29193.85
1691463600,29180.43,29145.86,29146.77,182.03,5309375.62,29168.08
1691460000,29174.76,29111.88,29118.63,312.4,9104024.45,29146.77
1691456400,29226.59,29115.39,29223.0,575.37,16775766.2,29118.63
1691452800,29223.0,29160.43,29182.16,427.69,12480872.91,29223.0
1691449200,29187.91,29132.65,29148.52,453.14,13214182.05,29182.16
1691445600,29173.97,29133.76,29163.96,504.98,14716543.86,29148.52
1691442000,29245.27,29113.89,29163.0,862.55,25168672.82,29163.96
1691438400,29166.53,29089.68,29123.58,606.98,17680082.09,29163.0
1691434800,29127.52,29016.64,29059.91,731.63,21267182.86,29123.58
1691431200,29153.39,28939.2,28942.65,1439.72,41882462.26,29059.91
1691427600,28950.93,28837.91,28894.81,1120.47,32390421.63,28942.65
1691424000,28929.56,28672.37,28821.86,2372.2,68301035.47,28894.81
1691420400,28984.93,28764.4,28984.85,2257.34,65144643.56,28821.86
1691416800,29024.5,28931.13,28991.48,1156.76,33528044.28,28984.85
1691413200,29039.46,28990.74,29024.51,597.01,17324052.43,28991.48
1691409600,29087.02,28990.31,29044.06,573.8,16653105.69,29024.51
1691406000,29090.4,29037.41,29089.6,181.55,5275662.07,29044.06
1691402400,29097.37,29031.22,29038.19,284.91,8279397.91,29089.6
1691398800,29044.78,28997.0,29014.39,487.58,14152006.83,29038.19
1691395200,29043.16,29007.39,29043.03,294.67,8553292.2,29014.39
1691391600,29056.8,29001.83,29005.68,269.56,7826463.23,29043.03
1691388000,29085.2,29003.51,29082.58,408.03,11848255.67,29005.68
1691384400,29137.4,29081.06,29137.35,201.52,5864851.33,29082.58
1691380800,29148.29,29109.4,29114.22,176.84,5151643.63,29137.35
1691377200,29164.0,29102.72,29153.81,253.0,7368262.31,29114.22
1691373600,29182.59,29078.1,29104.02,313.18,9122967.23,29153.81
1691370000,29155.17,29010.85,29013.95,400.88,11665581.48,29104.02
1691366400,29052.29,28980.42,29046.16,440.34,12777784.28,29013.95
1691362800,29063.59,29038.66,29060.42,236.71,6875859.43,29046.16
1691359200,29118.21,29024.06,29047.72,342.98,9972773.32,29060.42
1691355600,29164.68,29006.08,29098.67,588.1,17117957.32,29047.72
1691352000,29127.63,29041.42,29053.26,254.39,7396811.52,29098.67
1691348400,29064.74,29044.46,29053.26,116.52,3384987.4,29053.26
1691344800,29069.51,29041.77,29055.6,143.65,4173807.54,29053.26
1691341200,29062.03,29018.9,29049.68,196.83,5715930.19,29055.6
1691337600,29051.79,28969.37,28978.95,193.33,5606861.06,29049.68
1691334000,29018.47,28974.23,29007.01,158.96,4609547.89,28978.95
1691330400,29026.59,28962.89,28985.93,243.18,7051891.94,29007.01
1691326800,29007.43,28984.81,29002.67,236.16,6849229.85,28985.93
1691323200,29045.65,28997.14,29041.97,152.3,4419677.69,29002.67
1691319600,29046.0,29031.23,29032.35,106.51,3092922.36,29041.97
1691316000,29050.44,29014.05,29050.36,119.61,3472753.06,29032.35
1691312400,29080.62,29041.32,29080.56,152.71,4437422.04,29050.36
1691308800,29105.12,29062.83,29063.92,168.12,4889572.64,29080.56
1691305200,29075.35,29039.06,29042.31,118.33,3438443.3,29063.92
1691301600,29074.37,29021.51,29070.09,112.54,3268149.81,29042.31
1691298000,29071.09,29045.91,29046.5,89.04,2586888.72,29070.09
1691294400,29049.6,29032.77,29033.86,184.03,5344892.22,29046.5
1691290800,29043.29,29027.72,29041.04,82.05,2382068.0,29033.86
1691287200,29051.5,29014.72,29016.35,134.9,3916979.4,29041.04
1691283600,29047.0,29015.27,29046.02,128.29,3724149.14,29016.35
1691280000,29051.73,29036.99,29050.34,101.91,2959760.25,29046.02
1691276400,29067.97,29049.63,29067.39,98.87,2873087.99,29050.34
1691272800,29069.13,29039.24,29050.94,183.16,5321359.49,29067.39
1691269200,29058.71,29029.83,29031.66,112.9,3278945.64,29050.94
1691265600,29043.45,29030.05,29040.87,105.81,3072260.0,29031.66
1691262000,29061.31,29039.89,29051.06,127.0,3689168.6,29040.87
1691258400,29069.11,29028.8,29033.93,182.03,5287122.65,29051.06
1691254800,29036.48,29001.57,29002.77,213.76,6203164.0,29033.93
1691251200,29020.8,28977.17,29011.18,182.07,5279990.28,29002.77
1691247600,29051.14,28983.24,29044.28,239.11,6937541.83,29011.18
1691244000,29054.64,28994.51,28996.31,332.78,9661394.01,29044.28
1691240400,29000.54,28967.01,28982.05,151.9,4402956.56,28996.31
1691236800,29019.11,28953.98,29017.52,316.96,9188780.78,28982.05
1691233200,29042.02,29014.86,29023.42,106.91,3103959.34,29017.52
1691229600,29044.69,29013.33,29024.95,90.79,2636007.97,29023.42
1691226000,29048.44,29024.86,29048.14,86.34,2507837.35,29024.95
1691222400,29052.66,29004.37,29011.36,201.75,5856913.61,29048.14
1691218800,29033.37,29008.75,29029.5,86.16,2501103.69,29011.36
1691215200,29054.47,29023.64,29053.76,86.51,2511614.84,29029.5
1691211600,29055.3,29004.94,29012.58,79.35,2303558.85,29053.76
1691208000,29054.51,28997.86,29053.81,129.48,3757881.49,29012.58
1691204400,29063.53,29040.88,29043.35,113.66,3301499.39,29053.81
1691200800,29058.38,29029.79,29037.02,358.85,10420880.06,29043.35
1691197200,29091.82,29028.36,29081.41,335.65,9752948.35,29037.02
1691193600,29111.36,29060.03,29078.51,213.22,6201270.51,29081.41
1691190000,29085.76,29020.16,29022.92,271.47,7886282.46,29078.51
1691186400,29056.27,29021.77,29024.2,246.56,7161134.41,29022.92
1691182800,29057.8,28926.23,28933.59,438.08,12709510.09,29024.2
1691179200,29047.94,28794.51,28997.51,1171.4,33882424.59,28933.59
1691175600,29076.38,28982.25,29035.08,744.7,21615247.45,28997.51
1691172000,29187.1,28924.84,29186.94,1707.42,49614912.51,29035.08
1691168400,29253.23,29184.38,29247.05,526.77,15393696.37,29186.94
1691164800,29267.69,29228.27,29255.48,699.22,20448702.84,29247.05
1691161200,29279.6,29212.02,29235.84,711.78,20820240.71,29255.48
1691157600,29266.39,29148.5,29219.16,784.44,22913591.95,29235.84
1691154000,29308.95,29187.04,29198.36,993.09,29039254.87,29219.16
1691150400,29230.94,29105.42,29140.22,866.7,25277839.25,29198.36
1691146800,29154.8,29113.86,29137.1,381.35,11109911.76,29140.22
1691143200,29174.64,29125.02,29173.68,415.62,12115324.72,29137.1
1691139600,29191.73,29147.57,29156.72,295.19,8610640.83,29173.68
1691136000,29230.3,29152.22,29183.94,401.61,11725407.03,29156.72
1691132400,29186.35,29142.0,29169.28,272.8,7954036.6,29183.94
1691128800,29224.32,29157.35,29212.48,298.07,8700362.86,29169.28
1691125200,29223.32,29172.75,29176.96,174.0,5079687.36,29212.48
1691121600,29177.34,29115.45,29142.0,189.35,5517778.43,29176.96
1691118000,29154.84,29117.5,29146.56,244.3,7118147.12,29142.0
1691114400,29193.64,29090.89,29180.92,370.44,10796770.04,29146.56
1691110800,29215.75,29172.82,29211.79,229.87,6710104.52,29180.92
1691107200,29228.46,29149.91,29177.75,466.16,13604076.62,29211.79
1691103600,29220.04,29176.15,29215.34,264.5,7723282.31,29177.75
1691100000,29247.91,29145.25,29232.16,465.84,13598748.79,29215.34
1691096400,29313.53,29213.75,29284.11,469.45,13745074.95,29232.16
1691092800,29337.39,29252.01,29259.67,807.37,23646502.73,29284.11
1691089200,29277.31,29197.24,29244.71,619.81,18123347.53,29259.67
1691085600,29247.64,29137.91,29209.6,920.6,26871456.58,29244.71
1691082000,29344.24,29205.91,29277.51,1057.07,30949749.07,29209.6
1691078400,29298.15,29192.68,29230.41,694.73,20319411.03,29277.51
1691074800,29397.03,29185.66,29364.23,1334.66,39060036.25,29230.41
1691071200,29389.08,29159.0,29171.06,1732.08,50681182.75,29364.23
1691067600,29194.01,29076.39,29076.4,1146.23,33406757.79,29171.06
1691064000,29134.86,29053.37,29114.19,534.77,15549627.43,29076.4
1691060400,29163.74,29101.03,29145.88,300.15,8743142.76,29114.19
1691056800,29167.55,29119.19,29120.05,258.5,7533941.75,29145.88
1691053200,29128.91,29076.56,29090.71,443.52,12907595.49,29120.05
1691049600,29090.96,28945.61,29015.88,666.35,19337044.52,29090.71
1691046000,29077.47,28993.48,29063.85,559.03,16228255.83,29015.88
1691042400,29133.12,29030.7,29126.1,454.54,13223959.9,29063.85
1691038800,29133.55,29076.58,29116.58,252.65,7352880.31,29126.1
1691035200,29168.43,29072.8,29159.83,355.92,10364996.03,29116.58
1691031600,29163.47,29118.82,29160.06,268.12,7813293.69,29159.83
1691028000,29251.46,29119.16,29236.08,600.24,17525920.46,29160.06
1691024400,29251.84,29141.5,29156.14,629.26,18365510.48,29236.08
1691020800,29210.51,29145.41,29163.69,591.67,17262932.75,29156.14
1691017200,29169.21,29116.89,29167.98,363.09,10583398.98,29163.69
1691013600,29213.71,29158.31,29165.03,421.38,12300163.99,29167.98
1691010000,29187.29,29049.87,29119.02,652.57,19008079.05,29165.03
1691006400,29152.79,29089.84,29133.47,793.78,23121473.38,29119.02
1691002800,29192.37,29120.53,29137.01,2654.28,77392530.01,29133.47
1690999200,29140.65,29022.91,29130.34,1409.52,41000246.78,29137.01
1690995600,29232.48,28959.4,29008.86,1777.64,51754650.89,29130.34
1690992000,29343.57,28914.46,29306.83,3196.27,93062137.06,29008.86
