time,open,high,low,close,volumeto,volumefrom,SMA_7,SMA_21,EMA_14,Return_1D,Return_7D,Volatility_7D,RSI_14
1676592000000,23525.0,25023.0,23350.0,24582.0,102590385.5,4173.394579,22865.85714285714,22956.85714285714,23019.735560539713,0.04475328318245575,0.1358994501178319,1243.670833804966,57.68356292630734
1676678400000,24580.0,24878.0,24450.0,24633.0,15481921.2,628.5032761,23261.285714285714,23033.238095238095,23234.837485801087,0.0020746887966804906,0.12659501486393787,1310.6509469579983,58.89338731443994
1676764800000,24634.0,25209.0,24221.0,24284.0,66084469.78,2721.317319,23616.714285714286,23058.85714285714,23374.725821027612,-0.014167986034993696,0.1141493852082951,1177.6679942844225,59.1648590021692
1676851200000,24281.0,25114.0,23862.0,24835.0,50185150.02,2020.742904,24054.14285714286,23154.333333333332,23569.429044890596,0.02268983692966553,0.14063289395122403,918.9616293352311,63.41935483870968
1676937600000,24834.0,25227.0,24172.0,24466.0,86924350.41,3552.863174,24378.14285714286,23217.714285714286,23688.971838905185,-0.014858063217233708,0.10217136678980099,419.61705898409576,57.99685369690614
1677024000000,24466.0,24485.0,23578.0,24191.0,80680142.3,3335.130516,24360.0,23240.0,23755.90892705116,-0.011240088285784378,-0.005222468953038906,425.35710487383733,58.10349356448647
1677110400000,24191.0,24600.0,23622.0,23950.0,53694134.14,2241.926269,24420.14285714286,23261.85714285714,23781.78773677767,-0.00996238270431149,0.017892813124229745,299.3857203070908,66.0495670349358
1677196800000,23958.0,24150.0,22873.0,23200.0,80054520.55,3450.625886,24222.714285714286,23250.761904761905,23704.216038540646,-0.03131524008350728,-0.05621999837279312,536.5779577674537,60.69419673480587
1677283200000,23197.0,23223.0,22810.0,23178.0,25848884.62,1115.233611,24014.85714285714,23244.238095238095,23634.05390006856,-0.0009482758620689147,-0.05906710510291069,625.5873050106304,59.26344010159446
1677369600000,23178.0,23673.0,23083.0,23561.0,18179899.83,771.6098568,23911.571428571428,23274.190476190477,23624.31338005942,0.016524290275260922,-0.02977268983692971,633.3811009555045,61.92406431563302
1677456000000,23560.0,23891.0,23131.0,23502.0,43204642.11,1838.338955,23721.14285714286,23309.761904761905,23608.004929384828,-0.002504138194473926,-0.05367425005033222,494.67444801990644,61.62431087804222
1677542400000,23503.0,23615.0,23066.0,23142.0,33262716.0,1437.331086,23532.0,23304.809523809523,23545.870938800184,-0.015317845289762544,-0.05411591596501264,407.91870105041636,56.40260444926749
1677628800000,23146.0,24009.0,23036.0,23646.0,32446265.31,1372.167187,23454.14285714286,23337.619047619046,23559.221480293494,0.02177858439201441,-0.022529039725517785,298.51545385535695,44.162612925642804
1677715200000,23645.0,23800.0,23205.0,23472.0,16451961.38,700.9186001,23385.85714285714,23417.238095238095,23547.591949587695,-0.007358538442019835,-0.019958246346555297,206.7497912706835,49.44563314530247
1677801600000,23474.0,23482.0,21910.0,22362.0,66836362.3,2988.836522,23266.14285714286,23451.571428571428,23389.513022976003,-0.04729038854805723,-0.036120689655172455,441.5678236207211,28.645632935744516
1677888000000,22362.0,22406.0,22176.0,22345.0,9180269.849,410.8422398,23147.14285714286,23474.428571428572,23250.244619912537,-0.0007602182273499514,-0.035939252739666916,564.4319943008865,27.846630518977534
1677974400000,22346.0,22660.0,22200.0,22431.0,9741605.972,434.2920945,22985.714285714286,23504.666666666668,23141.0120039242,0.003848735735063835,-0.047960612877212316,587.4619744533046,31.095694756172207
1678060800000,22430.0,22591.0,22278.0,22405.0,19998249.57,892.5797623,22829.0,23534.761904761905,23042.87707006764,-0.0011591101600463283,-0.046676878563526536,572.92116967928,22.234917733089574
1678147200000,22405.0,22554.0,21950.0,22209.0,40861890.21,1839.879788,22695.714285714286,23535.285714285714,22931.693460725288,-0.00874804731086809,-0.04031630801140784,596.0295614273249,23.150130858910302
1678233600000,22209.0,22291.0,21590.0,21713.0,37992646.42,1749.764953,22419.571428571428,23411.238095238095,22769.200999295248,-0.022333288306542354,-0.08174744142772561,526.0557185770699,21.993670886075947
